Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,-1.0485635052756612,0.3044108446874003,False,26,47.35459631072719
Athletic Ability,-1,-5.206836755957757,0.001243635277978476,True,8,45.43049618110986
Culture/Tradition,-1,-3.5995901416283975,0.0005184436609845871,True,92,75.80372096555975
Drinking,-1,-2.9830202598751683,0.005424553933628007,True,33,45.26391646030945
Drinking,1,-1.378079851925953,0.19333229542355393,False,13,119.83418898553266
Ideology/Politics,-1,-2.6624077372026473,0.013131488582336705,True,27,45.47671157137781
Institutions,-1,-2.1681667158195204,0.03269831734036285,True,94,57.427176629280886
Personality/Behavior,-1,-1.2700841282143123,0.33182276495412444,False,3,86.22020681960997
Personality/Behavior,0,-2.3148821217639703,0.026982945950010363,True,34,91.49291571884135
Personality/Behavior,1,-2.0076932899024182,0.29419070108019635,False,2,109.13897183467066
Residential area,-1,-2.855113143157076,0.015652891291095636,True,12,52.16399443658951
