Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,-1.1077164351218574,0.2785284473946184,False,26,56.405420512085755
Athletic Ability,-1,-5.188570177101341,0.0012688585339894133,True,8,60.61165177678376
Culture/Tradition,-1,-3.392179028474417,0.0010278987642957163,True,92,91.32806377702461
Drinking,-1,-3.3512905624501736,0.002076157472671799,True,33,73.28455709824813
Drinking,1,-1.5590653420052674,0.1449520573426858,False,13,170.91160125554526
Ideology/Politics,-1,-3.335389223124889,0.0025703291238178246,True,27,65.50497982370047
Institutions,-1,-2.395897657718256,0.018582127117021483,True,94,71.94748986827531
Personality/Behavior,-1,-1.311849725154711,0.31992440690856316,False,3,144.0741875861556
Personality/Behavior,0,-2.6252200101788663,0.013020922636701954,True,34,134.74492027231295
Personality/Behavior,1,-2.1491838985338427,0.27724693663291056,False,2,117.81497159244006
Residential area,-1,-2.9574061397637155,0.013035608178153685,True,12,50.96674455445612
