Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-2.238994838465724,0.027097171852105525,True,115,102.05788151304567
Ideology/Politics,1,-inf,0.0,True,3,86.2462581272209
Institutions,-1,-2.3446644983996476,0.03144518427193931,True,18,101.92438009532366
Occupation/Social Status,-1,-3.350195076446642,0.0017424423260531906,True,42,106.54097886352065
Occupation/Social Status,0,-2.396676480813736,0.02076016965028314,True,46,730.3749020127393
Other,-1,-1.118178555676666,0.29244777232829866,False,10,111.27487339968027
Personality/Behavior,-1,-0.9740424680725465,0.3747705890927776,False,6,574.0293292222208
Personality/Behavior,0,-2.876715464118474,0.012190013250304577,True,15,87.81941732396609
Personality/Behavior,1,-1.4180394111513175,0.18388119041966847,False,12,244.27813470581447
Residential Area,-1,-1.8221945519276026,0.07808580553849274,False,32,711.8969917709583
