Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,-1.066170549708617,0.3004391165967065,False,19,3.7590631375851205
Ability,0,-0.3088750516550624,0.7776243888219622,False,4,14.481457275049486
Academic Field,-1,0.5858486524158044,0.5645305745695679,False,21,5.330884708934309
Appearance/Impression,-1,-0.34726734426159467,0.7308149725809789,False,31,29.975834395817298
Appearance/Impression,0,-2.8744880635212566,0.005743431136525076,True,56,25.78722318034858
Appearance/Impression,1,-0.8657170794710138,0.38875975997538603,False,99,28.500471008582412
Economics/Consumption,-1,-1.2106825199505031,0.22887077984009946,False,101,7.713878323771323
Emotion/Affection,-1,0.6849234293666544,0.5425657091675848,False,4,1.1007874785236764
Emotion/Affection,1,-2.569694259663431,0.018284977193881835,True,21,23.609946244753267
Family,-1,0.8525441327831565,0.4106053844971148,False,13,18.89368015024182
Interests/Hobby,-1,-1.7583798371369592,0.10051304338801313,False,15,34.73801321823904
Occupation/Social Status,-1,-1.4564091047923822,0.15472905941246717,False,34,37.388857418702024
Other,-1,0.705281340408221,0.4967344820680618,False,11,14.582996307618245
Personality/Behavior,-1,1.0580521789067647,0.33075735878612933,False,7,-19.186957453402652
Personality/Behavior,0,-1.7477614094105112,0.0832706072081674,False,112,18.20329392400492
Personality/Behavior,1,0.440828426057183,0.6678755466065837,False,12,20.40521045608635
Physique,-1,-1.4258125031004096,0.1616803598198692,False,41,17.721822335734323
Sexuality,-1,1.0104088844232553,0.32944460691759303,False,15,26.235041322478104
台男,1,2.8175020356554206,0.005357255874906499,True,189,-2.479255826327957
