Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,-1.115634063195997,0.27925202001874566,False,19,3.605032519929658
Ability,0,-0.6712263647930379,0.550136135601871,False,4,16.618504309317366
Academic Field,-1,0.6529214180729505,0.5212423821355832,False,21,7.167081373379489
Appearance/Impression,-1,-1.4232250602127359,0.16498801275246652,False,31,32.15635810495602
Appearance/Impression,0,-2.2824095061855383,0.026355607111873267,True,56,26.679229206261862
Appearance/Impression,1,-0.7969083831426321,0.42743070475804945,False,99,25.017812089080742
Economics/Consumption,-1,-1.6983282997255764,0.09255538991610912,False,101,9.007576317787235
Emotion/Affection,-1,-0.17966268321037726,0.8688672980438154,False,4,2.013669095977203
Emotion/Affection,1,-2.214678973953217,0.03855636815732343,True,21,22.681816151467306
Family,-1,0.8948983573493194,0.38843898876893035,False,13,16.994756691326458
Interests/Hobby,-1,-1.4576371863313473,0.16700544984841584,False,15,41.2536551186982
Occupation/Social Status,-1,-1.396364432357539,0.17192728133133817,False,34,39.254684629820694
Other,-1,0.6920948198911411,0.5046300282339702,False,11,12.415251209534285
Personality/Behavior,-1,1.1086030978170904,0.3100499576127231,False,7,-14.403480400282278
Personality/Behavior,0,-2.2355647679593322,0.027363099359852663,True,113,19.7911931714599
Personality/Behavior,1,-1.1695589264154704,0.26929948158161326,False,11,30.677613249571095
Physique,-1,-1.4657174669974058,0.15054263114776756,False,41,20.700536940833906
Sexuality,-1,0.8642069824488818,0.4020388415694037,False,15,33.146041347836636
台男,1,3.286559405110223,0.0012123535552092763,True,187,-0.8889383628037005
