Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-0.7698083255761808,0.44960096464506294,False,23,8.551265148416181
Academic Field,-1.3022796684790752,0.20923873040977414,False,19,11.033334599475857
Appearance/Impression,-1.5711922756687873,0.11785599476448139,False,185,22.665947354236955
Economics/Consumption,-1.9616893928511978,0.05257885465788007,False,101,8.669192717895431
Emotion/Affection,-2.601863605618007,0.015638394227023168,True,25,20.017142928299968
Family,0.7628723433557509,0.460273810562866,False,13,13.576303446345797
Interests/Hobby,-1.5194267308808957,0.15091278826381097,False,15,35.85290901621842
Occupation/Social Status,-1.6556578558893655,0.10727172614089052,False,34,35.61297528365057
Other,0.7160627064802827,0.4903359139867265,False,11,12.31128133411783
Personality/Behavior,-2.2440327690451514,0.02652149830981946,True,131,18.204037303084363
Physique,-1.5519980268299898,0.1285397992615682,False,41,16.24853046501669
Sexuality,0.43458114219942495,0.670490027255989,False,15,23.564874184671485
台男,2.4035817553362744,0.01720695264301313,True,189,0.10523654411015808
