Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-0.3415026462058471,0.7359655704366439,False,23,4.7211795582243266
Academic Field,0.1095181712664897,0.9138829453557908,False,21,8.604851625185816
Appearance/Impression,-1.4164615474200828,0.15833114811446428,False,185,21.8571316205802
Economics/Consumption,-1.9020533825294392,0.06004182330406557,False,101,8.834457394728028
Emotion/Affection,-0.14168887206106942,0.8885084329439537,False,25,12.89708695812058
Family,0.5994433013830477,0.5600252818348828,False,13,17.512181825830332
Interests/Hobby,-1.6372224993478064,0.12385668913841573,False,15,36.316930466151646
Occupation/Social Status,-1.5797146432997704,0.1237110671617496,False,34,38.358037381997285
Other,0.8377918323418041,0.4217198605923219,False,11,9.131254913225648
Personality/Behavior,-0.7094892063666555,0.47929152368065997,False,131,14.465999752032435
Physique,0.11805511833542451,0.9066458196861779,False,39,11.188913793559326
Sexuality,0.6468642579726771,0.5281835714392451,False,15,30.15822590515727
台男,1.8043654926170487,0.07279177940091872,False,187,0.9058675717593578
