Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-0.43387630293706425,0.6686033814050922,False,23,7.180088496673809
Academic Field,0.5340358710695594,0.5992030786775451,False,21,4.868468535002032
Appearance/Impression,-0.9593197514159386,0.33866342512098624,False,184,29.496775858361236
Economics/Consumption,-1.979177816185474,0.05054553069522488,False,101,8.6210436309054
Emotion/Affection,-2.048606396317024,0.051588559585182915,False,25,17.45846672789266
Family,0.6620340320871402,0.5204608419042617,False,13,16.44636203731678
Interests/Hobby,-1.3839421589185879,0.18804332669327084,False,15,32.610335902617635
Occupation/Social Status,-1.2783719640756503,0.21003672422780242,False,34,35.63842382422224
Other,0.9842030175980959,0.3482287191953548,False,11,11.212087787925935
Personality/Behavior,-0.0281174958897418,0.9776115583117838,False,131,17.944548648139655
Physique,-2.0556030797677782,0.04607235769739386,True,43,19.64454556777528
Sexuality,0.856915163976616,0.4059215186748958,False,15,29.034228897191888
台男,4.886773899399615,2.20500660473188e-06,True,187,-3.691573876985086
