Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-0.4734460985788328,0.6405591915557185,False,23,3.552507037622947
Academic Field,0.37003363282119933,0.7152469750951744,False,21,8.063428983533269
Appearance/Impression,-1.2926732311560538,0.1977362212723312,False,186,22.078894479032495
Economics/Consumption,-1.5873320390822951,0.11559451554936824,False,101,6.6205631039687605
Emotion/Affection,-1.5802288545299936,0.12714517860544247,False,25,11.156220407938461
Family,1.0354361253954043,0.3208813982461183,False,13,14.503353323216833
Interests/Hobby,-1.6145896186539628,0.12870462549841222,False,15,34.916120710621435
Occupation/Social Status,-1.3802566820880464,0.17678686578311248,False,34,33.641218265734416
Other,0.979601773786319,0.35038704703116996,False,11,5.595992821095866
Personality/Behavior,-0.317060763239959,0.7517061186472991,False,131,11.860431509160149
Physique,-1.4251334110021703,0.1618753438587466,False,41,14.586266933490725
Sexuality,0.7720368336162258,0.4529286699463445,False,15,25.519410533846948
台男,3.6738076836275426,0.00031149624864776246,True,189,-3.9496732261640863
