Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-0.3800544620673157,0.7075493844139491,False,23,5.62382733540501
Academic Field,0.5858486524158044,0.5645305745695679,False,21,5.330884708934309
Appearance/Impression,-1.753130513010152,0.08123593346946413,False,186,27.929473087201696
Economics/Consumption,-1.2106825199505031,0.22887077984009946,False,101,7.713878323771323
Emotion/Affection,-2.499628298445738,0.01967044378090052,True,25,20.00848084215653
Family,0.8525441327831565,0.4106053844971148,False,13,18.89368015024182
Interests/Hobby,-1.7583798371369592,0.10051304338801313,False,15,34.73801321823904
Occupation/Social Status,-1.4564091047923822,0.15472905941246717,False,34,37.388857418702024
Other,0.705281340408221,0.4967344820680618,False,11,14.582996307618245
Personality/Behavior,-0.1998766228584619,0.8418893956644943,False,131,16.407043838074568
Physique,-1.4258125031004096,0.1616803598198692,False,41,17.721822335734323
Sexuality,1.0104088844232553,0.32944460691759303,False,15,26.235041322478104
台男,2.8175020356554206,0.005357255874906499,True,189,-2.479255826327957
