Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,-2.3243327150507502,0.028525744729433866,True,26,45.59805321222885
Athletic Ability,-1,-4.3208309951879365,0.0034766481821502764,True,8,33.29981247060987
Culture/Tradition,-1,-6.4365100971958755,5.6240015832938196e-09,True,92,42.32364499627438
Drinking,-1,-3.0204572649973698,0.004930012557632903,True,33,37.404100001462055
Drinking,1,-3.630125469420764,0.0034499259203835094,True,13,56.67330991048941
Ideology/Politics,-1,-2.7922053282190125,0.009888866659215827,True,26,60.908623385321256
Institutions,-1,-5.370597064826135,6.087712094900544e-07,True,91,66.84375833449909
Personality/Behavior,-1,-10.095876707126644,0.009668907829392828,True,3,83.56328055072898
Personality/Behavior,0,-3.062649738235786,0.004344465811012773,True,34,82.52586532467446
Personality/Behavior,1,-6.490486063157174,0.09731982191607524,False,2,74.32043308258044
Residential area,-1,-2.3300554200438652,0.03986517908716749,True,12,45.58169447390059
