Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,1.5722395984330149,0.12898665363699877,False,25,-12.758634459241543
Athletic Ability,-1,1.8765358962894847,0.10268719341677973,False,8,-15.226618839559281
Culture/Tradition,-1,1.386214226584029,0.1690687382677544,False,92,-12.927680601076814
Drinking,-1,1.710958318447716,0.09707946209634262,False,32,-34.429109414091954
Drinking,1,2.1741110071253598,0.04733914640445255,True,15,-24.037294039493272
Ideology/Politics,-1,1.8611676647834552,0.07452007903761314,False,26,-33.844345259077386
Institutions,-1,1.7639296320663225,0.08102770274061616,False,94,-12.760324869477198
Personality/Behavior,-1,1.857687505620304,0.20432730468937293,False,3,-67.89900147563004
Personality/Behavior,0,1.5876061032292579,0.12252425805484841,False,32,-30.20624197420917
Personality/Behavior,1,1.2187758912061752,0.43743022633180545,False,2,-47.61019541130804
Residential area,-1,2.0078947066235355,0.06985228577020276,False,12,-13.409353780174795
