Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,0.017187834212791783,0.9864288594236372,False,25,-2.2030577965341127
Athletic Ability,-1,0.8418683184475494,0.427683287815387,False,8,18.40328579701013
Culture/Tradition,-1,1.5096933619799628,0.1345861853084059,False,92,8.4475168814203
Drinking,-1,1.6117425699346408,0.11715419209928336,False,32,-21.858807794324015
Drinking,1,1.6069251414653924,0.1320767964625798,False,14,-10.326481071319629
Ideology/Politics,-1,2.078459608788677,0.0480848111312632,True,26,-23.482279087317362
Institutions,-1,1.8931634237837869,0.061445444669609495,False,94,-2.222606434482697
Personality/Behavior,-1,2.1436529599574485,0.1652836658283594,False,3,-51.6498799763745
Personality/Behavior,0,1.694580799737595,0.10017977195966876,False,32,-11.748816709928773
Personality/Behavior,1,1.0561858095371754,0.48260852761691575,False,2,-39.952529820013204
Residential area,-1,2.4585860532690664,0.0317583329054559,True,12,-14.680682975580158
