Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,0.9828756492892503,0.37080575483146644,False,6,-2.5874407220310824
Academic Field,-1.70182377608637,0.1035483654399914,False,22,7.930900030554529
Age,-0.04055799431394259,0.9677978574653513,False,55,12.18668141177757
Appearance/Impression,0.3187530844392176,0.7507549881556186,False,80,13.510990172752441
Emotion/Affection,-0.6479067915704517,0.5231957597559636,False,25,8.238853977488862
Family,-3.037135136935421,0.006507690086863281,True,21,13.329293246390495
Interests/Hobby,-2.684452559546228,0.009415737655126969,True,60,21.34392728695645
Marital Status,-0.9488933061441797,0.34883187045961583,False,38,5.079249794533509
Occupation/Social Status,-2.5516935123184004,0.015386334160432417,True,35,16.456329143537562
Other,-0.4520560329434124,0.6592912658982274,False,13,9.936312994470864
Personality/Behavior,-2.190780102610194,0.02985312119760732,True,168,10.40976587750531
Physique,-1.4424555970591473,0.15695901995225367,False,41,14.969255293802085
Safety and Protection,-2.4148056889336518,0.030005296067323203,True,15,27.456846388980626
Sexuality,0.2547014781594236,0.803266166681139,False,13,-0.3417084683322237
台女,-4.13113818955502,5.1946159717164326e-05,True,213,12.524737249762927
