Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-36.103831397533035
Ability,1,2.381669465444951,0.07585141665971916,False,5,-6.600493583187232
Academic Field,-1,-1.5486673078374733,0.1364011892872874,False,22,6.878706414809901
Age,-1,1.7484541648905114,0.08606851432877713,False,55,5.138099771374282
Appearance/Impression,-1,,,False,1,33.26265088236365
Appearance/Impression,0,-2.3040439927962235,0.02495349276992642,True,57,14.952656811384331
Appearance/Impression,1,1.574014054167606,0.13043028024553605,False,22,18.772395094504546
Emotion/Affection,-1,-4.155965585599767,0.008858659345750919,True,6,30.320925539035198
Emotion/Affection,0,,,False,1,66.92841888177139
Emotion/Affection,1,-0.6140010882286298,0.5473440472177551,False,18,7.12500397795728
Family,-1,-2.3474144858165396,0.029308740406014767,True,21,19.662055409919223
Interests/Hobby,-1,-1.7444825108966564,0.08628249281798218,False,60,21.56514636467319
Marital Status,-1,1.7745021978576707,0.08420898412871697,False,38,1.6213868391920534
Occupation/Social Status,-1,1.0047748695637302,0.3219016446310975,False,36,16.320411614086737
Other,-1,-1.1282261593141951,0.281276508520902,False,13,7.996779505955579
Personality/Behavior,0,-0.5481431933791641,0.5856616616710393,False,60,11.536654334446343
Personality/Behavior,1,-1.5731223645237955,0.11869898747450978,False,106,7.283560881188455
Physique,-1,0.06053830650124506,0.9522282125509476,False,25,9.492364707691088
Physique,0,0.2735610771822436,0.7953624587963731,False,6,18.765212274012114
Physique,1,-1.0044702273919512,0.34139244050182904,False,10,24.97528380452905
Safety and Protection,-1,-1.076159138858888,0.4766575292507911,False,2,47.28179469946345
Safety and Protection,1,-1.4317220547179828,0.17775084445256534,False,13,30.689096904226105
Sexuality,-1,-0.9864913272827556,0.34189766372112584,False,14,11.455572831016472
台女,1,-2.8172866448843727,0.005300846656301701,True,213,12.490667278341395
