Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,2.0577418861455246,0.09470495000240269,False,6,-10.030067276254183
Academic Field,-1.782608698001588,0.08911441086839057,False,22,8.491844074302414
Age,1.7005195188704492,0.09478632846801824,False,55,7.286367809324457
Appearance/Impression,0.8282271791058544,0.41003701844384444,False,80,15.883357679928917
Emotion/Affection,-1.386668872940485,0.1782893958979107,False,25,14.516268621511102
Family,-2.4187648522610186,0.02523079150073809,True,21,21.285618702929693
Interests/Hobby,-2.069944312169633,0.04284427229311859,True,60,24.70557514568846
Marital Status,0.8677775187987383,0.391109741000898,False,38,2.9084524456996554
Occupation/Social Status,1.0237079379486194,0.3129970696670823,False,36,19.14343638840643
Other,-0.7971043313909552,0.4408774145664618,False,13,8.254769133301092
Personality/Behavior,-0.6791142883798637,0.4980112274945896,False,167,8.388089861663993
Physique,-1.0840853520420866,0.2848182184884703,False,41,15.630512577550393
Safety and Protection,-1.7978765805083323,0.09379015907693625,False,15,33.26559772508614
Sexuality,-0.5842426332123944,0.5690573746775249,False,14,18.494966178753096
台女,-1.9403170115234118,0.05366743074288716,False,213,7.062190597009255
