Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-27.498868129145983
Ability,1,2.223597686666309,0.09025056741736265,False,5,-6.5363071056758235
Academic Field,-1,-1.782608698001588,0.08911441086839057,False,22,8.491844074302414
Age,-1,1.7005195188704492,0.09478632846801824,False,55,7.286367809324457
Appearance/Impression,-1,,,False,1,48.66225266760418
Appearance/Impression,0,-2.2092217651616357,0.031266429364575854,True,57,15.35762753978383
Appearance/Impression,1,1.5483599659146867,0.13647495615227212,False,22,15.755526907228676
Emotion/Affection,-1,-3.084778112385169,0.027320928809049214,True,6,19.96271037520764
Emotion/Affection,0,,,False,1,65.8728824052421
Emotion/Affection,1,-1.2752331979627534,0.21937931670239774,False,18,9.84764282673831
Family,-1,-2.4187648522610186,0.02523079150073809,True,21,21.285618702929693
Interests/Hobby,-1,-2.069944312169633,0.04284427229311859,True,60,24.70557514568846
Marital Status,-1,0.8677775187987383,0.391109741000898,False,38,2.9084524456996554
Occupation/Social Status,-1,1.0237079379486194,0.3129970696670823,False,36,19.14343638840643
Other,-1,-0.7971043313909552,0.4408774145664618,False,13,8.254769133301092
Personality/Behavior,0,-0.5310304087576939,0.597391179085212,False,60,10.017720019158926
Personality/Behavior,1,-1.5614071026197502,0.12140843836262882,False,107,7.474278558395808
Physique,-1,-0.3182685117932029,0.7530342779966903,False,25,9.218728372193489
Physique,0,0.22488649664726204,0.830969417611153,False,6,22.32525267984116
Physique,1,-1.044950896035562,0.3232985758472338,False,10,27.64312902956818
Safety and Protection,-1,-1.0467037547008382,0.48547548731406587,False,2,48.850653221912694
Safety and Protection,1,-1.5825532603499861,0.13950837337529826,False,13,30.86789687942051
Sexuality,-1,-0.5842426332123944,0.5690573746775249,False,14,18.494966178753096
台女,1,-1.9403170115234118,0.05366743074288716,False,213,7.062190597009255
