Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,1.7755068048299383,0.13597960449603205,False,6,-8.747075235655759
Academic Field,-1.7328266002113544,0.09778847395592905,False,22,5.005660161774076
Age,1.5837584628359864,0.11908837101334933,False,55,8.14955921495709
Appearance/Impression,0.3589887219041274,0.7205612103177008,False,80,19.163548580660674
Emotion/Affection,-1.5857135147623036,0.12589363060054218,False,25,16.7444493530674
Family,-2.251101904349828,0.03578306898298772,True,21,21.280095023256386
Interests/Hobby,-1.8413568649783667,0.0705980723538606,False,60,27.072423141237056
Marital Status,1.8393011137462787,0.0739060065437576,False,38,1.3425543239076483
Occupation/Social Status,1.082537815039605,0.28641562577655644,False,36,18.41251194967931
Other,-1.046181014136384,0.31609372500592814,False,13,6.782692742405122
Personality/Behavior,-0.6604450510123218,0.5098837006947454,False,167,9.758574254760592
Physique,-0.6526699396782267,0.5177027631220112,False,41,14.430115783330274
Safety and Protection,-2.0631642686288902,0.05815463677764616,False,15,37.66466482111056
Sexuality,-1.2242898984652701,0.24256716782939763,False,14,16.384741519415844
台女,-3.3198287409581733,0.00106033234003298,True,213,15.100784392492523
