Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-26.995395724426853
Ability,1,2.4706341647302184,0.06889983679253454,False,5,-6.316826346040459
Academic Field,-1,-1.7903709389434703,0.08782356760272436,False,22,4.6154104081703
Age,-1,0.9204649694453381,0.3614237156685005,False,55,8.894097185397488
Appearance/Impression,-1,,,False,1,55.947955960785514
Appearance/Impression,0,-2.293415435841964,0.02559976837346478,True,57,14.594197461512955
Appearance/Impression,1,1.3733599497814142,0.18412675101647702,False,22,22.317776888034256
Emotion/Affection,-1,-3.1012722924631135,0.026814497772941696,True,6,21.26203502852292
Emotion/Affection,0,,,False,1,60.217581656115804
Emotion/Affection,1,-0.713818721194746,0.4850250792873453,False,18,5.536938391879499
Family,-1,-2.6873417228587546,0.01416469745645512,True,21,15.783707189512874
Interests/Hobby,-1,-1.4284728239646567,0.15842854503411635,False,60,22.592580560837515
Marital Status,-1,1.2987367569200634,0.20207037929132962,False,38,0.9583127756676503
Occupation/Social Status,-1,0.893563514266827,0.3776588441251897,False,36,19.990655686637055
Other,-1,-0.6270243933222162,0.5423892992532544,False,13,8.03459186521205
Personality/Behavior,0,-0.2102337220333512,0.8342096072158705,False,60,11.11178699926
Personality/Behavior,1,0.04383442414262001,0.9651180853994049,False,108,4.997525769279651
Physique,-1,1.0633355019079125,0.2982123483590435,False,25,5.655508269180296
Physique,0,-0.433637963341347,0.6826230112870495,False,6,20.994956806012276
Physique,1,-1.102429788340001,0.2988804925465934,False,10,24.108960654342198
Safety and Protection,-1,-0.9975139122051341,0.5007923308164133,False,2,31.496329209670947
Safety and Protection,1,-1.5913231380865391,0.13752177701397322,False,13,32.272077637098434
Sexuality,-1,-0.689803819220084,0.502446257591687,False,14,11.130946261349171
台女,1,-3.64170547169093,0.00034045345167372474,True,213,9.781071403214774
