Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,1.4023205027372216,0.21975162092425504,False,6,-6.988443991110911
Academic Field,-1.421218556295854,0.16993379805930273,False,22,5.621193599551525
Age,1.8066385677288241,0.07639188837010721,False,55,6.491992350108661
Appearance/Impression,0.5384804193867344,0.5917594835934195,False,80,20.030816903222828
Emotion/Affection,-1.4632866731888303,0.1563635563741073,False,25,16.53863653914367
Family,-2.322905911915168,0.03084486837618608,True,21,24.239558456101147
Interests/Hobby,-2.323043429823507,0.023643962772685767,True,60,28.56572460568042
Marital Status,1.316112460136801,0.19623214371232187,False,38,2.9920580811952724
Occupation/Social Status,1.169793031040417,0.2499888283518139,False,36,15.799498294111212
Other,-0.9145570635271594,0.3784346951343367,False,13,6.960300882597452
Personality/Behavior,-0.5475496060598752,0.5847366397345426,False,167,10.622772136470147
Physique,-0.640685991754819,0.5253804093337848,False,41,14.81452404565118
Safety and Protection,-1.9566476728545015,0.07063777993362787,False,15,44.50488224303128
Sexuality,-1.42355541292579,0.17813111451732636,False,14,23.23421816150949
台女,-3.473423497460532,0.0006228696384031989,True,213,12.00115057683837
