Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-17.263899874654417
Ability,1,-0.43167504947466423,0.688226857422293,False,5,0.34785110849358525
Academic Field,-1,-1.70182377608637,0.1035483654399914,False,22,7.930900030554529
Age,-1,-0.04055799431394259,0.9677978574653513,False,55,12.18668141177757
Appearance/Impression,-1,,,False,1,44.87171270234069
Appearance/Impression,0,-1.8217984090400448,0.07382774373043265,False,57,10.29108433629456
Appearance/Impression,1,0.9568773086045855,0.3495162797920438,False,22,20.427986088593837
Emotion/Affection,-1,-4.23711478776643,0.008192210039019102,True,6,16.342340434534794
Emotion/Affection,0,,,False,1,45.05872983402465
Emotion/Affection,1,-0.28559418994052393,0.7786395387213041,False,18,3.4921431664437854
Family,-1,-3.037135136935421,0.006507690086863281,True,21,13.329293246390495
Interests/Hobby,-1,-2.684452559546228,0.009415737655126969,True,60,21.34392728695645
Marital Status,-1,-0.9488933061441797,0.34883187045961583,False,38,5.079249794533509
Occupation/Social Status,-1,-2.5516935123184004,0.015386334160432417,True,35,16.456329143537562
Other,-1,-0.4520560329434124,0.6592912658982274,False,13,9.936312994470864
Personality/Behavior,0,-1.3671980579058114,0.17666365572345005,False,61,15.359841180155692
Personality/Behavior,1,-2.681788065834968,0.008495430952439632,True,107,7.587760331134528
Physique,-1,-0.09499936857381532,0.9251040683361061,False,25,7.614153782880813
Physique,0,-1.183356208393917,0.2898601041570571,False,6,30.592549509281657
Physique,1,-1.4611956395986223,0.1779770605457696,False,10,23.98303254181753
Safety and Protection,-1,-1.2248196579147765,0.4358867396169959,False,2,31.755971145300048
Safety and Protection,1,-2.3274690713378896,0.03824562969642024,True,13,26.795442580316102
Sexuality,-1,0.2547014781594236,0.803266166681139,False,13,-0.3417084683322237
台女,1,-4.13113818955502,5.1946159717164326e-05,True,213,12.524737249762927
