Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-32.279903051293296
Ability,1,2.3466907294394965,0.07879976140583603,False,5,-7.20528683214547
Academic Field,-1,-1.5323314023787673,0.14036804598806718,False,22,7.735568408211385
Age,-1,1.615583912957732,0.1120125916841388,False,55,11.556194098737933
Appearance/Impression,-1,,,False,1,73.39708812342273
Appearance/Impression,0,-2.0106680721052173,0.04918503446936281,True,57,15.874735838476738
Appearance/Impression,1,1.4985057611893078,0.1488845369843738,False,22,20.14832227384959
Emotion/Affection,-1,-2.7704666615681566,0.03934356772836244,True,6,19.944179109274238
Emotion/Affection,0,,,False,1,72.53430355064471
Emotion/Affection,1,-1.08352526464971,0.29370438610236843,False,18,8.30574879445239
Family,-1,-2.538509222769268,0.019553291959349916,True,21,24.88353267266049
Interests/Hobby,-1,-2.1805140267053584,0.0332194864682933,True,60,34.5952905975407
Marital Status,-1,1.086989670136352,0.28407209614096546,False,38,4.031925198006882
Occupation/Social Status,-1,1.0561688274226848,0.29812710876210524,False,36,19.972039387983642
Other,-1,-0.7247355261559024,0.4825070159147521,False,13,7.700433199632324
Personality/Behavior,0,-0.5689624085290297,0.5715412832195146,False,60,15.667025658951808
Personality/Behavior,1,-2.2165205332952183,0.02879221323478662,True,107,10.01393880349126
Physique,-1,0.5830289454400774,0.5653125107479509,False,25,7.391502512293618
Physique,0,0.6376570976799363,0.5517490974315877,False,6,20.9915633368061
Physique,1,-1.174689468226607,0.2702620182445336,False,10,24.443616975992985
Safety and Protection,-1,-1.0430076714250356,0.4866003975282309,False,2,52.57383922191986
Safety and Protection,1,-1.4219987877375506,0.18049448320012623,False,13,38.11705248709505
Sexuality,-1,-1.1570899159990653,0.2680550456001385,False,14,27.168857591988242
台女,1,-2.30569139304039,0.022094762638045443,True,213,10.665901071094972
