Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,2.2016506569018137,0.07892966330908453,False,6,-11.318225003995067
Academic Field,-1.6431157623867185,0.11524904211669063,False,22,6.178226262976538
Age,1.8034428846827024,0.07689863558881137,False,55,6.895023655097574
Appearance/Impression,0.4742451729156761,0.6366333025745703,False,80,18.510969539390114
Emotion/Affection,-1.0000010544624445,0.3272863814308543,False,25,13.74262122961917
Family,-2.2072571691409513,0.039145044396075745,True,21,21.587062127870784
Interests/Hobby,-1.3657161802948792,0.17721208341673203,False,60,20.823303554412824
Marital Status,1.9044265965262106,0.06465195224426602,False,38,1.4462025487618277
Occupation/Social Status,0.9449879044735199,0.3511434550950371,False,36,19.647148368534427
Other,-0.9507871371106851,0.3604701318944744,False,13,5.8149375793824465
Personality/Behavior,-1.0769784484519564,0.28305253661967156,False,167,8.659963948600723
Physique,-1.047135189129237,0.30132366667949645,False,41,12.845037214191768
Safety and Protection,-1.6819375575995947,0.11474215043471443,False,15,32.43566740031358
Sexuality,-0.2626939978866429,0.7969035269311544,False,14,13.734334736945152
台女,-3.2742489612454904,0.0012372278294533882,True,213,12.908387079908474
