Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-3.9392176440222606,0.00014003088701049104,True,117,25.723940721573733
Ideology/Politics,1,-inf,0.0,True,3,16.32480809961598
Institutions,-1,-2.686382616589986,0.01508128722206268,True,19,26.02150583905732
Occupation/Social Status,-1,-2.824421086548143,0.0071519099962924,True,44,29.291336010343528
Occupation/Social Status,0,-1.5202691738265925,0.13528781232662795,False,47,25.764363377834904
Other,-1,-1.608693780911388,0.14214448374254512,False,10,30.699194163781357
Personality/Behavior,-1,-2.4493668780971483,0.05798153465542758,False,6,27.052293241681408
Personality/Behavior,0,-2.6637795165990594,0.018523761144778366,True,15,33.38408123072992
Personality/Behavior,1,-3.152953210412971,0.010281213260498334,True,11,34.95682686438305
Residential Area,-1,-2.805495041742487,0.00860093453384783,True,32,31.5028099019231
