Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-4.029974367687086,0.00010007832863166015,True,117,32.987289769972364
Ideology/Politics,1,-inf,0.0,True,3,24.3766824811253
Institutions,-1,-2.6159913240298605,0.017500495537033308,True,19,28.61991925187704
Occupation/Social Status,-1,-3.954303226073658,0.0002819568156830842,True,44,35.6863619485814
Occupation/Social Status,0,-1.57888528688402,0.12121517364615243,False,47,28.066296873132785
Other,-1,-1.7685364485876103,0.11076187977397585,False,10,42.13662670296644
Personality/Behavior,-1,-2.598076396136261,0.048361841544676945,True,6,28.312335601741978
Personality/Behavior,0,-2.978131912233517,0.00997449536168224,True,15,39.084349210735006
Personality/Behavior,1,-3.2354511811451845,0.008938020755182305,True,11,55.734281314894204
Residential Area,-1,-2.6496568246111756,0.012567940372498792,True,32,34.624887757748
