Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Culture/Tradition,-1,-1.5748924724451008,0.14358430340211104,False,12,99.30832545184334
Culture/Tradition,1,-1.010522509958584,0.49666814139212484,False,2,211.9581568267916
Ethnic/Racial Prejudice,1,-0.0631381929456482,0.9506169458886542,False,14,45.36807585455391
Ideology/Politics,-1,-1.2219901678205614,0.22793648355255475,False,47,29.825544560859885
Other,-1,-1.0556314649548282,0.482775391082355,False,2,14.527667356325122
Other,1,-3.0096786891489877,0.057226351083375857,False,4,68.01637648348922
Personality/Behavior,-1,-0.3818289356438453,0.7087567308184628,False,14,52.01685610477569
Personality/Behavior,1,0.7521533278300868,0.4536910629112829,False,103,67.14347478505834
Residential area,-1,-1.1626130498360285,0.25554709502476597,False,27,43.26093765744542
Values,1,-1.8620056015355813,0.07312853920985472,False,29,35.990136794438484
