Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Culture/Tradition,-1,-1.6216880834205647,0.13315645343353794,False,12,117.15220627541602
Culture/Tradition,1,-1.0155750991912262,0.4950806999176591,False,2,250.73348434022319
Ethnic/Racial Prejudice,1,-0.26215885376167436,0.7973071769086584,False,14,59.6690420754489
Ideology/Politics,-1,-1.317835887986928,0.19408417280012688,False,47,33.52665130643421
Other,-1,-1.0348347013745602,0.48910265603673186,False,2,33.4933750881343
Other,1,-3.018248993275857,0.05683804881792227,False,4,78.84372936995932
Personality/Behavior,-1,-1.75325326489293,0.10309012204116971,False,14,76.59965602353924
Personality/Behavior,1,-1.2971979873831225,0.1975184134795247,False,102,95.0455922880808
Residential area,-1,-1.9178171456679662,0.0661810076421776,False,27,56.73658650953398
Values,1,-0.8700935950260058,0.39164766404236373,False,29,28.972906102038277
