Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,1.2872719951726723,0.21027600910188748,False,25,0.4188183500671452
Athletic Ability,-1,2.0751772117653453,0.07662881748372849,False,8,-18.991389518302874
Culture/Tradition,-1,1.3620004435803956,0.17655981605732546,False,92,-8.457382603210743
Drinking,-1,1.606695960003639,0.1182606917828751,False,32,-21.90633438538676
Drinking,1,-0.17992454552383982,0.8597900928633898,False,15,-20.289823742415958
Ideology/Politics,-1,2.3153234008070056,0.028748641195916413,True,27,-45.48347944652581
Institutions,-1,2.3598313713890406,0.02037369459692341,True,94,-18.3269062089283
Personality/Behavior,-1,2.4753219140418845,0.13171816256113544,False,3,-71.36275385105172
Personality/Behavior,0,1.6512873264982395,0.10846154640697911,False,33,-30.053696209461357
Personality/Behavior,1,0.6819002601544581,0.6189990312311495,False,2,-26.856988066359737
Residential area,-1,1.8316271990107285,0.09419870054773168,False,12,0.7106042691321379
