Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-2.513694482172875,0.013343647915128685,True,115,136.77137489500103
Ideology/Politics,1,-inf,0.0,True,3,45.27202384629983
Institutions,-1,-3.5043759728060646,0.002718133797539314,True,18,118.86280622430586
Occupation/Social Status,-1,-2.0954893660454594,0.042345157513259804,True,42,130.16863878106477
Occupation/Social Status,0,-2.5021441391126436,0.01604671107570743,True,46,449.7817901408884
Other,-1,-1.156579139609635,0.2772205238916431,False,10,241.05863696579783
Personality/Behavior,-1,-1.164945258133399,0.29659253738933383,False,6,176.71889675637925
Personality/Behavior,0,-3.8634035767896067,0.0017214611359805548,True,15,109.3183521563199
Personality/Behavior,1,-1.2819761122639888,0.22621132521464818,False,12,299.7056049951863
Residential Area,-1,-2.4337969240541617,0.02070363483174997,True,33,334.67551109725616
