Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-2.3677576867737744,0.019580330278289124,True,115,149.9952612869083
Ideology/Politics,1,-inf,0.0,True,3,101.89710468520583
Institutions,-1,-3.4951994300305,0.002772753470872129,True,18,115.18413782932157
Occupation/Social Status,-1,-3.3426287746219674,0.0017800979758202577,True,42,134.30266448136086
Occupation/Social Status,0,-2.3046612272417746,0.02585459001580236,True,46,543.2654510803909
Other,-1,-1.2674672470182509,0.23679855914725198,False,10,230.74447843199118
Personality/Behavior,-1,-1.0335018205702795,0.3487437257378172,False,6,212.9125524168614
Personality/Behavior,0,-4.038968329900502,0.0012193007697924557,True,15,111.4990065009807
Personality/Behavior,1,-1.4342932057455673,0.17930037369020366,False,12,369.8281350291492
Residential Area,-1,-2.3500121375484255,0.025317348846362848,True,32,399.9782796083826
